setup,mae,mfe,mfe_mae_ratio
setup_h4_bull_engulf,0.0011787284095834132,0.004828824366990652,4.096638655461997
setup_h4_bull_engulf,0.0004673225932885623,0.012627759967036224,27.02150537634896
setup_h4_bull_engulf,0.00023304810442433156,0.0054424971457492,23.35353535354039
setup_h4_bull_engulf,0.0018174422732839663,0.017370327962513223,9.557567917206246
setup_h4_bull_engulf,0.0009093303883525025,0.008642438119940397,9.504178272980084
setup_h4_bull_engulf,0.0056246757393142955,0.002162569341900485,0.3844789356984557
setup_h4_bull_engulf,0.0009138466650889564,0.007152171833382922,7.826446280992567
setup_h4_bull_engulf,0.0004374057315233237,0.003185017596782321,7.281609195403254
setup_h4_bull_engulf,0.0014239792113998231,0.0108207457062414,7.59894921190894
setup_h4_bull_engulf,0.0021819325342588873,0.0028834407769808713,1.321507760532228
setup_h4_bull_engulf,0.0029212716065263335,0.010163848459962918,3.479254868755148
setup_h4_bull_engulf,0.0004503892650076918,0.010561509113829264,23.449735449731232
setup_h4_bull_engulf,0.0032153805540822557,0.0034318003990687503,1.0673076923077511
setup_h4_bull_engulf,0.0009374130672107191,0.009881409065088363,10.541147132171501
setup_h4_bull_engulf,0.0002787572999567504,0.005305680609177654,19.03333333333634
setup_h4_bull_engulf,0.00266139791720708,0.006640755290368026,2.4952132288947446
setup_h4_bull_engulf,0.0025039246649295474,0.004087662795563751,1.6325023084026231
setup_h4_bull_engulf,0.0003133362303592825,0.007273059945566448,23.21167883211877
setup_h4_bull_engulf,0.0013165137099400543,0.002572368938364407,1.9539249146760016
setup_h4_bull_engulf,0.0015363100092854742,0.008833782553392504,5.750000000000669
setup_h4_bull_engulf,0.0008490335422815053,0.008584187459621782,10.110539845757485
setup_h4_bull_engulf,0.000265358723668096,0.005887918565322771,22.188524590159062
setup_h4_bull_engulf,0.00016082789913731915,0.003289466630355332,20.45333333333353
setup_h4_bull_engulf,0.0001585872873001118,0.010878230680210925,68.59459459461512
setup_h4_bull_engulf,0.003927442101603307,0.00414757636292936,1.0560502881089417
setup_h4_bull_engulf,1.6594411831800545e-05,0.01946317077724075,1172.8750000010657
setup_h4_bull_engulf,0.013055981362465165,0.005676601562026149,0.43478934324660534
setup_h4_bull_engulf,0.0016699334740252285,0.023495963979535052,14.070000000000052
setup_h4_bull_engulf,0.00512889922461548,0.012722787200925286,2.480607756897218
setup_h4_bull_engulf,0.001871684516064531,0.010009008107296567,5.347593582887493
setup_h4_bull_engulf,0.0012699378182551076,0.00908272679075613,7.152103559870184
setup_h4_bull_engulf,0.0035075533241530747,0.009192348781191273,2.6207295888825395
setup_h4_bull_engulf,0.0014418030380417145,0.00542938382526232,3.765690376569477
setup_h4_bull_engulf,0.0030076454346949946,0.002237688203413047,0.7439999999999903
setup_h4_bull_engulf,0.0034307273141905357,0.0039408354571170544,1.148688046647297
setup_h4_bull_engulf,0.0,0.013496927749683455,inf
setup_h4_bull_engulf,0.005825426067384468,0.005434238011916923,0.9328481640754592
setup_h4_bull_engulf,0.0025886027574162983,0.010897025732383934,4.209616829451394
setup_h4_bull_engulf,0.0010001591608879284,0.016161707462287712,16.15913555992384
setup_h4_bull_engulf,0.003250731360341227,0.011224673463058834,3.4529686457636375
setup_h4_bull_engulf,0.0034146297716257205,0.01281999542623444,3.7544320420221675
setup_h4_bull_engulf,0.0015155166072719586,0.013094317129776375,8.640167364016623
setup_h4_bull_engulf,0.003072891956944866,0.02278118484794394,7.413597733710584
setup_h4_bull_engulf,0.0025959372733328294,0.0037772584018017775,1.4550653594770002
setup_h4_bull_engulf,0.000217660650303043,0.01157159361082275,53.16346153846336
setup_h4_bull_engulf,0.000444398080534135,0.009298977675777115,20.924882629106772
setup_h4_bull_engulf,0.0011480696773924208,0.004934612213374037,4.298181818181877
setup_h4_bull_engulf,0.0032514235617557147,0.009292517470017976,2.85798429319377
setup_h4_bull_engulf,0.0025309486173027275,0.010070511340426039,3.97894736842123
setup_h4_bull_engulf,0.0008054233300633745,0.004479207129862061,5.561307901907455
